KO_EC_NUMBER	Silhouette_Index
K04110-[EC:6.2.1.25]	0.19
K02618-[EC:1.2.1.91]	0.09
K05824-[EC:1.1.1.87]	0.1
K05989-[EC:3.2.1.40]	0.0
K16868-[EC:2.1.1.265]	0.14
K03426-[EC:3.6.1.22]	0.03
K01873-[EC:6.1.1.9]	-0.05
K02227-[EC:6.3.1.10]	0.17
K01739-[EC:2.5.1.48]	0.05
K11336-[EC:4.2.1.165]	-0.09
K00262-[EC:1.4.1.4]	0.04
K03381-[EC:1.13.11.1]	0.02
K01419-[EC:3.4.25.2]	0.06
K01031-[EC:2.8.3.6]	0.01
K13798-[EC:2.7.7.6]	0.15
K21063-[EC:3.1.3.104]	0.19
K00186-[EC:1.2.7.7]	0.38
K00121-[EC:1.1.1.284]	0.02
K00505-[EC:1.14.18.1]	0.16
K01629-[EC:4.1.2.19]	0.22
K19609-[EC:2.7.13.3]	0.09
K00156-[EC:1.2.5.1]	0.03
K22213-[EC:4.1.1.52]	0.08
K14682-[EC:2.3.1.1]	0.09
K14681-[EC:4.3.2.1]	0.05
K06222-[EC:1.1.1.346]	0.22
K13694-[EC:3.4.17.13]	0.25
K08479-[EC:2.7.13.3]	0.05
K21090-[EC:3.1.4.52]	0.08
K13603-[EC:4.2.1.169]	0.44
K21464-[EC:2.4.1.129]	0.06
K03279-[EC:2.4.1.58]	0.26
K01780-[EC:5.1.1.24]	0.15
K00220-[EC:1.3.1.12]	0.05
K12972-[EC:1.1.1.79]	0.06
K00868-[EC:2.7.1.35]	-0.01
K01686-[EC:4.2.1.8]	0.15
K23264-[EC:6.3.5.3]	-0.0
K00648-[EC:2.3.1.180]	-0.0
K07645-[EC:2.7.13.3]	0.0
K20249-[EC:2.3.1.184]	0.29
K03060-[EC:2.7.7.6]	0.11
K18337-[EC:1.1.1.377]	0.18
K13873-[EC:1.1.1.376]	0.02
K11617-[EC:2.7.13.3]	-0.02
K03399-[EC:2.1.1.289]	0.07
K22602-[EC:3.5.1.126]	-0.03
K00757-[EC:2.4.2.3]	0.26
K16318-[EC:2.1.1.256]	0.37
K03272-[EC:2.7.7.70]	0.18
K01087-[EC:3.1.3.12]	0.15
K00459-[EC:1.13.12.16]	-0.04
K13766-[EC:4.2.1.18]	0.01
K17250-[EC:2.4.1.293]	0.21
K01283-[EC:3.4.15.1]	0.15
K01692-[EC:4.2.1.17]	0.04
K19813-[EC:1.1.5.9]	0.18
K02476-[EC:2.7.13.3]	0.03
K12252-[EC:2.6.1.84]	0.06
K01865-[EC:5.4.4.1]	0.4
K21345-[EC:2.7.7.70]	0.34
K00239-[EC:1.3.5.4]	0.06
K01069-[EC:3.1.2.6]	0.08
K15514-[EC:1.2.1.77]	0.22
K01622-[EC:3.1.3.11]	0.0
K05365-[EC:3.4.16.4]	0.15
K10977-[EC:2.3.3.14]	0.07
K15898-[EC:2.5.1.97]	0.13
K13940-[EC:4.1.2.25]	-0.0
K03526-[EC:1.17.7.1]	0.11
K00486-[EC:1.14.13.9]	0.06
K03330-[EC:6.3.5.7]	0.08
K00041-[EC:1.1.1.58]	0.27
K01258-[EC:3.4.11.4]	0.17
K19268-[EC:5.4.99.1]	0.1
K01893-[EC:6.1.1.22]	0.24
K00317-[EC:1.5.8.2]	0.02
K05603-[EC:3.5.3.13]	0.07
K15497-[EC:7.3.2.5]	0.03
K13714-[EC:3.2.1.96]	0.35
K20967-[EC:4.1.99.22]	0.06
K05526-[EC:3.5.1.96]	0.13
K00338-[EC:7.1.1.2]	0.15
K22462-[EC:1.3.1.113]	-0.03
K01142-[EC:3.1.11.2]	0.0
K12972-[EC:1.1.1.81]	0.06
K07309-[EC:1.97.1.9]	-0.17
K18337-[EC:1.1.1.173]	0.18
K05520-[EC:3.5.1.124]	-0.01
K05369-[EC:1.3.7.2]	0.12
K20207-[EC:1.11.1.22]	-0.09
K14446-[EC:1.3.1.85]	-0.11
K18285-[EC:2.5.1.120]	0.06
K20847-[EC:3.2.1.94]	-0.22
K23123-[EC:3.5.2.9]	0.16
K02203-[EC:2.7.1.39]	0.1
K05917-[EC:1.14.14.154]	-0.03
K22306-[EC:3.1.3.85]	0.1
K04041-[EC:3.1.3.11]	0.09
K23188-[EC:7.2.2.17]	0.19
K01232-[EC:3.2.1.122]	0.05
K00048-[EC:1.1.1.77]	0.06
K07215-[EC:1.14.99.58]	0.08
K13818-[EC:2.7.7.77]	0.31
K14153-[EC:2.7.4.7]	-0.02
K01192-[EC:3.2.1.25]	0.18
K02112-[EC:7.2.2.1]	0.05
K16153-[EC:2.4.1.1]	0.05
K01583-[EC:4.1.1.19]	-0.01
K00608-[EC:2.1.3.2]	0.1
K20024-[EC:5.1.3.34]	0.01
K00856-[EC:2.7.1.20]	0.02
K03395-[EC:2.3.1.60]	-0.0
K22430-[EC:1.3.1.108]	-0.04
K00098-[EC:1.1.1.264]	0.06
K00424-[EC:7.1.1.7]	0.16
K01760-[EC:4.4.1.13]	0.01
K01674-[EC:4.2.1.1]	0.02
K01028-[EC:2.8.3.5]	0.01
K09773-[EC:2.7.11.33]	0.06
K00188-[EC:1.2.7.7]	0.2
K16870-[EC:2.4.1.289]	0.1
K13985-[EC:3.1.4.54]	0.02
K18983-[EC:5.5.1.27]	0.02
K01261-[EC:3.4.11.7]	0.05
K01347-[EC:3.4.21.72]	-0.0
K03340-[EC:1.4.1.16]	0.03
K00709-[EC:2.4.1.40]	0.01
K14581-[EC:1.18.1.7]	0.03
K01664-[EC:2.6.1.85]	0.11
K00363-[EC:1.7.1.15]	0.18
K19795-[EC:3.5.1.95]	0.61
K03049-[EC:2.7.7.6]	0.14
K12573-[EC:3.1.13.1]	0.06
K01802-[EC:5.2.1.8]	0.05
K01182-[EC:3.2.1.10]	0.09
K13290-[EC:2.6.1.51]	0.14
K17716-[EC:5.1.3.2]	-0.02
K07656-[EC:2.7.13.3]	0.34
K12466-[EC:1.1.1.275]	-0.04
K21344-[EC:2.7.1.167]	0.08
K07232-[EC:4.3.2.7]	0.02
K00067-[EC:1.1.1.133]	-0.05
K01569-[EC:4.1.1.2]	0.02
K07679-[EC:2.7.13.3]	0.07
K09716-[EC:3.1.1.96]	0.06
K04094-[EC:2.1.1.74]	0.06
K00847-[EC:2.7.1.4]	0.06
K05515-[EC:3.4.16.4]	-0.05
K12994-[EC:2.4.1.349]	0.01
K01738-[EC:2.5.1.47]	0.05
K08082-[EC:2.7.13.3]	0.13
K01521-[EC:3.6.1.26]	0.09
K22465-[EC:4.1.99.23]	-0.05
K02641-[EC:1.18.1.2]	0.03
K07544-[EC:2.8.3.15]	0.07
K02473-[EC:5.1.3.7]	0.03
K00983-[EC:2.7.7.43]	0.14
K21019-[EC:2.7.7.65]	0.02
K17947-[EC:5.1.3.25]	0.02
K13779-[EC:4.2.1.57]	0.22
K20527-[EC:7.4.2.8]	0.18
K07024-[EC:3.1.3.24]	0.01
K07587-[EC:6.1.1.27]	0.13
K08566-[EC:3.4.23.48]	0.28
K21030-[EC:2.7.7.40]	0.06
K11782-[EC:4.2.1.151]	0.14
K09001-[EC:2.7.1.170]	0.01
K13604-[EC:2.1.1.333]	-0.17
K03654-[EC:3.6.4.12]	0.04
K08260-[EC:3.5.1.90]	0.07
K08100-[EC:1.3.3.5]	0.02
K22223-[EC:3.1.3.18]	0.16
K17899-[EC:5.4.3.5]	0.15
K00275-[EC:1.4.3.5]	0.08
K18240-[EC:4.1.3.40]	0.21
K18817-[EC:2.7.1.163]	-0.02
K00988-[EC:2.7.7.53]	0.05
K01867-[EC:6.1.1.2]	-0.01
K05936-[EC:2.1.1.133]	0.1
K12297-[EC:2.1.1.264]	0.09
K00094-[EC:1.1.1.251]	-0.05
K18940-[EC:2.7.13.3]	0.2
K21142-[EC:2.8.1.12]	0.03
K08640-[EC:3.4.17.14]	0.04
K21306-[EC:2.4.99.21]	0.04
K01720-[EC:4.2.1.79]	0.21
K11334-[EC:1.3.7.15]	-0.22
K00404-[EC:1.9.3.1]	0.06
K08299-[EC:4.2.1.149]	0.15
K00034-[EC:1.1.1.47]	0.03
K00255-[EC:1.3.8.8]	0.07
K01595-[EC:4.1.1.31]	0.04
K01104-[EC:3.1.3.48]	-0.03
K10673-[EC:2.7.1.87]	-0.08
K01222-[EC:3.2.1.86]	0.09
K08691-[EC:4.1.3.24]	0.04
K00342-[EC:7.1.1.2]	0.1
K01714-[EC:4.3.3.7]	0.04
K12304-[EC:3.6.1.6]	0.18
K22012-[EC:6.3.5.12]	0.07
K13543-[EC:2.1.1.107]	0.3
K18472-[EC:2.1.3.15]	-0.05
K00686-[EC:2.3.2.13]	0.07
K12427-[EC:6.2.1.49]	0.07
K03382-[EC:3.5.4.43]	0.33
K23082-[EC:3.2.1.144]	0.26
K02288-[EC:4.4.1.32]	0.02
K18479-[EC:5.3.1.31]	-0.47
K13313-[EC:1.1.1.364]	-0.19
K00806-[EC:2.5.1.31]	0.02
K08316-[EC:2.1.1.171]	-0.0
K01354-[EC:3.4.21.83]	0.03
K00830-[EC:2.6.1.44]	0.04
K01571-[EC:7.2.4.2]	0.32
K00283-[EC:1.4.4.2]	0.04
K01719-[EC:4.2.1.75]	-0.01
K17993-[EC:1.12.1.5]	-0.0
K01170-[EC:4.6.1.16]	-0.01
K08691-[EC:4.1.3.25]	0.04
K17758-[EC:4.2.1.136]	0.05
K22579-[EC:2.7.9.6]	0.15
K07683-[EC:2.7.13.3]	0.11
K01371-[EC:3.4.22.38]	-0.03
K11753-[EC:2.7.7.2]	0.07
K18676-[EC:2.7.1.8]	0.0
K10815-[EC:1.4.99.5]	0.01
K03788-[EC:3.1.3.2]	0.07
K05898-[EC:1.3.99.4]	0.11
K11331-[EC:3.2.1.17]	0.94
K18607-[EC:1.1.3.12]	-0.25
K13789-[EC:2.5.1.29]	-0.15
K14468-[EC:1.1.1.298]	0.35
K01082-[EC:3.1.3.7]	-0.06
K15734-[EC:1.1.1.105]	-0.0
K00514-[EC:1.3.5.6]	-0.21
K00884-[EC:2.7.1.59]	0.27
K13745-[EC:4.1.1.86]	0.2
K01703-[EC:4.2.1.33]	0.06
K07558-[EC:2.7.7.72]	0.02
K05774-[EC:2.7.4.23]	0.19
K13060-[EC:2.3.1.184]	0.05
K03056-[EC:2.7.7.6]	0.07
K03379-[EC:1.14.13.22]	0.0
K00793-[EC:2.5.1.9]	-0.01
K18200-[EC:4.3.2.5]	-0.05
K23374-[EC:6.3.2.55]	0.39
K07751-[EC:3.4.11.23]	0.38
K03427-[EC:2.1.1.72]	-0.03
K16792-[EC:4.2.1.114]	0.05
K02204-[EC:2.7.1.39]	0.04
K12035-[EC:2.3.2.27]	0.36
K01531-[EC:7.2.2.14]	0.18
K21278-[EC:3.1.3.16]	0.51
K01945-[EC:6.3.4.13]	0.03
K11328-[EC:2.7.13.3]	0.01
K07468-[EC:6.5.1.1]	0.08
K15764-[EC:1.14.13.236]	0.1
K08641-[EC:3.4.13.22]	0.08
K18153-[EC:3.2.2.5]	-0.66
K12645-[EC:1.14.13.106]	-0.22
K01807-[EC:5.3.1.6]	0.09
K21379-[EC:2.3.1.209]	-0.21
K14731-[EC:3.1.1.83]	0.22
K01615-[EC:7.2.4.5]	0.09
K00256-[EC:1.3.99.16]	-0.05
K23122-[EC:1.5.1.52]	0.48
K20861-[EC:3.1.3.104]	0.13
K01061-[EC:3.1.1.45]	0.05
K01034-[EC:2.8.3.8]	0.04
K00337-[EC:7.1.1.2]	0.03
K00919-[EC:2.7.1.148]	0.11
K21219-[EC:2.5.1.3]	0.0
K15981-[EC:1.14.15.29]	0.03
K00862-[EC:2.7.1.215]	0.16
K00365-[EC:1.7.3.3]	0.05
K06859-[EC:5.3.1.9]	0.05
K01716-[EC:4.2.1.59]	0.05
K03394-[EC:2.1.1.130]	0.04
K07816-[EC:2.7.6.5]	0.06
K21014-[EC:2.8.2.37]	0.08
K22292-[EC:3.1.3.105]	0.14
K01772-[EC:4.99.1.1]	-0.01
K01707-[EC:4.2.1.41]	0.07
K00568-[EC:2.1.1.222]	0.01
K14253-[EC:1.14.13.232]	0.11
K18237-[EC:5.3.1.29]	0.13
K13016-[EC:1.1.1.335]	0.03
K18910-[EC:5.1.3.30]	0.03
K22336-[EC:1.16.3.1]	-0.04
K02364-[EC:6.3.2.14]	0.2
K21140-[EC:3.13.1.6]	0.5
K05921-[EC:4.1.1.68]	0.04
K03550-[EC:3.6.4.12]	0.12
K22131-[EC:5.3.1.35]	0.11
K18690-[EC:2.7.1.186]	0.17
K08355-[EC:1.20.9.1]	0.07
K23273-[EC:1.1.99.11]	0.06
K06984-[EC:2.4.2.54]	0.07
K00634-[EC:2.3.1.19]	0.07
K11333-[EC:1.3.7.14]	-0.22
K06137-[EC:1.3.3.11]	0.05
K20025-[EC:4.2.1.157]	0.33
K22548-[EC:4.2.1.77]	-0.12
K18314-[EC:4.1.3.46]	0.18
K03790-[EC:2.3.1.267]	0.06
K00091-[EC:1.1.1.219]	0.01
K00869-[EC:2.7.1.36]	0.0
K18351-[EC:2.7.13.3]	0.02
K01496-[EC:3.5.4.19]	-0.03
K00368-[EC:1.7.2.1]	0.05
K22515-[EC:1.17.1.9]	0.15
K13043-[EC:2.1.3.11]	0.04
K15521-[EC:2.4.1.250]	0.1
K19696-[EC:2.4.2.44]	0.17
K09689-[EC:7.6.2.12]	-0.02
K00968-[EC:2.7.7.15]	0.06
K22699-[EC:2.4.2.59]	0.04
K19661-[EC:2.7.13.3]	0.02
K01897-[EC:6.2.1.3]	0.1
K22114-[EC:6.3.2.47]	0.18
K00341-[EC:7.1.1.2]	0.07
K00362-[EC:1.7.1.15]	0.08
K16422-[EC:1.1.3.46]	-0.01
K16435-[EC:4.2.1.159]	0.15
K00452-[EC:1.13.11.6]	0.07
K13491-[EC:3.1.1.61]	0.12
K05841-[EC:2.4.1.173]	0.04
K07676-[EC:2.7.13.3]	0.12
K08680-[EC:4.2.99.20]	0.08
K00790-[EC:2.5.1.7]	0.08
K00752-[EC:2.4.1.212]	0.03
K01783-[EC:5.1.3.1]	0.07
K13990-[EC:4.3.1.4]	0.04
K00997-[EC:2.7.8.7]	-0.02
K05713-[EC:1.13.11.16]	0.08
K00446-[EC:1.13.11.2]	0.0
K08744-[EC:2.7.8.41]	0.03
K21621-[EC:2.7.1.101]	0.08
K07583-[EC:5.4.99.25]	0.02
K15520-[EC:2.3.1.189]	0.11
K02821-[EC:2.7.1.194]	0.3
K01638-[EC:2.3.3.9]	0.05
K18430-[EC:2.5.1.101]	0.03
K00764-[EC:2.4.2.14]	0.06
K12452-[EC:1.17.1.1]	0.01
K01582-[EC:4.1.1.18]	0.58
K00630-[EC:2.3.1.15]	0.21
K17474-[EC:1.14.15.13]	0.14
K13832-[EC:4.2.1.10]	0.15
K01750-[EC:4.3.1.12]	0.03
K06324-[EC:1.16.3.3]	0.05
K22424-[EC:2.7.3.13]	0.38
K06982-[EC:2.7.1.169]	0.02
K10010-[EC:7.4.2.1]	0.06
K15914-[EC:2.4.1.290]	-0.0
K01799-[EC:5.2.1.1]	0.05
K15983-[EC:1.14.15.30]	0.05
K00018-[EC:1.1.1.29]	0.12
K01372-[EC:3.4.22.40]	0.05
K03392-[EC:4.1.1.45]	0.01
K01114-[EC:3.1.4.3]	-0.03
K17910-[EC:2.7.1.190]	0.24
K04518-[EC:4.2.1.51]	0.05
K13479-[EC:1.17.1.4]	0.13
K05549-[EC:1.14.12.10]	0.07
K01520-[EC:3.6.1.23]	-0.02
K08310-[EC:3.6.1.67]	0.2
K11608-[EC:2.3.1.180]	0.13
K20810-[EC:3.5.4.40]	0.05
K19189-[EC:1.14.13.10]	0.22
K04101-[EC:1.13.11.8]	0.04
K00564-[EC:2.1.1.172]	0.08
K22898-[EC:1.18.6.2]	-0.04
K21265-[EC:2.5.1.18]	0.35
K02170-[EC:3.1.1.85]	0.07
K22225-[EC:4.1.1.111]	-0.01
K08070-[EC:1.3.1.74]	0.01
K01878-[EC:6.1.1.14]	0.05
K01161-[EC:3.1.25.1]	0.42
K02558-[EC:6.3.2.45]	0.06
K01952-[EC:6.3.5.3]	0.0
K23170-[EC:5.1.1.23]	0.13
K01746-[EC:4.3.1.4]	0.23
K01902-[EC:6.2.1.5]	0.04
K00008-[EC:1.1.1.14]	-0.01
K21677-[EC:1.17.8.1]	0.04
K23359-[EC:3.5.1.84]	0.03
K00171-[EC:1.2.7.1]	-0.02
K00287-[EC:1.5.1.3]	-0.04
K11180-[EC:1.8.99.5]	0.01
K03780-[EC:4.2.1.32]	-0.08
K00528-[EC:1.18.1.2]	0.07
K08356-[EC:1.20.2.1]	0.05
K03417-[EC:4.1.3.30]	0.14
K23118-[EC:1.13.11.87]	-0.11
K18785-[EC:2.4.1.319]	0.04
K03743-[EC:3.5.1.42]	0.01
K01089-[EC:4.2.1.19]	0.08
K01495-[EC:3.5.4.16]	0.07
K02231-[EC:2.7.1.156]	0.1
K00695-[EC:2.4.1.13]	0.18
K16515-[EC:4.2.1.83]	0.27
K01749-[EC:2.5.1.61]	0.01
K00128-[EC:1.2.1.3]	-0.0
K01613-[EC:4.1.1.65]	0.0
K19711-[EC:1.1.1.387]	-0.67
K18195-[EC:4.2.2.23]	0.09
K01963-[EC:6.4.1.2]	0.07
K18205-[EC:3.2.1.185]	0.32
K09461-[EC:1.14.13.40]	0.07
K00096-[EC:1.1.1.261]	0.04
K16840-[EC:4.1.1.97]	0.02
K02339-[EC:2.7.7.7]	0.01
K00344-[EC:1.6.5.5]	0.05
K03658-[EC:3.6.4.12]	0.41
K01907-[EC:6.2.1.16]	0.02
K16153-[EC:2.4.1.11]	0.05
K01868-[EC:6.1.1.3]	-0.0
K00799-[EC:2.5.1.18]	0.01
K08723-[EC:3.1.3.5]	0.16
K06966-[EC:3.2.2.10]	0.27
K06164-[EC:2.7.8.37]	0.12
K20862-[EC:3.1.3.104]	0.28
K10150-[EC:4.2.1.22]	0.1
K05916-[EC:1.14.12.17]	0.03
K01769-[EC:4.6.1.2]	0.1
K00320-[EC:1.5.98.2]	0.03
K18317-[EC:2.3.1.226]	-0.04
K10531-[EC:1.14.13.195]	0.08
K00135-[EC:1.2.1.79]	0.01
K21929-[EC:3.2.2.27]	-0.07
K12405-[EC:4.2.1.119]	0.08
K09022-[EC:3.5.99.10]	0.04
K00276-[EC:1.4.3.21]	0.02
K16424-[EC:2.3.1.246]	-0.05
K02274-[EC:1.9.3.1]	0.03
K16018-[EC:2.7.1.179]	0.05
K00219-[EC:1.3.1.34]	-0.0
K16650-[EC:2.4.1.288]	0.13
K22934-[EC:3.2.1.28]	-0.17
K21196-[EC:1.13.11.78]	0.22
K00863-[EC:4.6.1.15]	0.06
K16212-[EC:2.4.1.281]	0.11
K00603-[EC:6.3.3.2]	0.04
K00728-[EC:2.4.1.109]	-0.0
K07752-[EC:3.4.17.22]	-0.03
K07246-[EC:1.1.1.93]	0.06
K01591-[EC:4.1.1.23]	0.02
K05939-[EC:2.3.1.40]	0.3
K13057-[EC:2.4.1.245]	0.02
K18367-[EC:1.8.1.18]	0.01
K08884-[EC:2.7.11.1]	0.21
K05575-[EC:7.1.1.2]	0.01
K11358-[EC:2.6.1.1]	0.06
K00647-[EC:2.3.1.41]	0.02
K10254-[EC:4.2.1.53]	0.06
K19051-[EC:4.2.2.8]	0.13
K08081-[EC:1.1.1.206]	0.37
K18029-[EC:1.17.2.1]	0.03
K22177-[EC:1.1.98.4]	0.12
K16150-[EC:2.4.1.11]	0.18
K04042-[EC:2.3.1.157]	0.06
K00938-[EC:2.7.4.2]	0.07
K11637-[EC:2.7.13.3]	0.09
K00339-[EC:7.1.1.2]	0.04
K03148-[EC:2.7.7.73]	0.43
K03278-[EC:2.4.1.44]	0.54
K01633-[EC:1.13.11.81]	0.06
K00771-[EC:2.4.2.26]	-0.02
K10798-[EC:2.4.2.30]	-0.02
K03583-[EC:3.1.11.5]	-0.01
K02827-[EC:7.1.1.5]	0.11
K01825-[EC:5.1.2.3]	0.24
K18428-[EC:4.1.1.83]	0.05
K17993-[EC:1.12.1.3]	-0.0
K13990-[EC:2.1.2.5]	0.04
K01644-[EC:4.1.3.34]	0.06
K23060-[EC:7.4.2.1]	0.03
K18866-[EC:3.4.13.22]	-0.03
K01056-[EC:3.1.1.29]	0.13
K02228-[EC:2.1.1.152]	0.07
K00125-[EC:1.8.98.6]	0.11
K00102-[EC:1.1.2.4]	0.09
K00737-[EC:2.4.1.144]	0.02
K22478-[EC:2.7.2.8]	0.56
K02798-[EC:2.7.1.197]	0.06
K07142-[EC:2.7.6.3]	0.02
K21782-[EC:1.3.8.14]	-0.07
K16653-[EC:1.1.98.3]	0.12
K07642-[EC:2.7.13.3]	0.43
K05708-[EC:1.14.12.19]	0.02
K01000-[EC:2.7.8.13]	0.11
K04093-[EC:5.4.99.5]	0.05
K00852-[EC:2.7.1.15]	-0.0
K07008-[EC:3.5.1.118]	0.13
K02517-[EC:2.3.1.241]	-0.01
K03059-[EC:2.7.7.6]	0.2
K12432-[EC:2.3.1.252]	-0.01
K06121-[EC:4.2.1.30]	0.02
K20074-[EC:3.1.3.16]	-0.1
K19979-[EC:2.7.1.188]	0.04
K18364-[EC:4.2.1.132]	0.0
K11529-[EC:2.7.1.165]	0.0
K01576-[EC:4.1.1.7]	0.03
K18310-[EC:6.3.1.17]	0.41
K00082-[EC:1.1.1.193]	0.1
K01838-[EC:5.4.2.6]	0.09
K01400-[EC:3.4.24.28]	-0.0
K03895-[EC:6.3.2.39]	0.0
K01579-[EC:4.1.1.11]	0.05
K07682-[EC:2.7.13.3]	-0.27
K00918-[EC:2.7.1.146]	0.01
K12973-[EC:2.3.1.251]	0.14
K01938-[EC:6.3.4.3]	0.18
K20497-[EC:1.14.15.14]	0.04
K01956-[EC:6.3.5.5]	0.06
K01628-[EC:4.1.2.17]	0.02
K08256-[EC:2.4.1.345]	0.06
K00571-[EC:2.1.1.72]	0.03
K01565-[EC:3.10.1.1]	0.12
K08851-[EC:2.7.11.1]	0.07
K05822-[EC:2.3.1.89]	-0.06
K18210-[EC:1.3.4.1]	0.12
K10710-[EC:2.7.1.218]	0.12
K11717-[EC:2.8.1.7]	0.09
K19003-[EC:2.4.1.336]	-0.03
K01243-[EC:3.2.2.9]	0.1
K17490-[EC:2.1.3.1]	0.07
K10774-[EC:4.3.1.23]	-0.05
K00697-[EC:2.4.1.15]	0.01
K00528-[EC:1.19.1.1]	0.07
K10545-[EC:3.6.3.17]	0.03
K20262-[EC:1.10.3.16]	0.2
K01662-[EC:2.2.1.7]	0.05
K01007-[EC:2.7.9.2]	0.05
K15460-[EC:2.1.1.223]	0.22
K11532-[EC:3.1.3.11]	0.13
K01318-[EC:3.4.21.19]	-0.03
K03332-[EC:3.2.1.80]	-0.03
K03341-[EC:2.9.1.2]	-0.11
K15461-[EC:2.1.1.61]	0.04
K08964-[EC:4.2.1.109]	0.07
K14268-[EC:2.6.1.48]	-0.16
K02554-[EC:4.2.1.80]	0.13
K13995-[EC:3.5.1.107]	0.0
K02467-[EC:5.3.1.13]	-0.1
K00949-[EC:2.7.6.2]	-0.05
K01928-[EC:6.3.2.13]	0.01
K14656-[EC:2.7.7.2]	0.03
K13421-[EC:4.1.1.23]	0.08
K21305-[EC:2.4.1.335]	-0.02
K01869-[EC:6.1.1.4]	-0.01
K01179-[EC:3.2.1.4]	0.04
K00694-[EC:2.4.1.12]	0.02
K19697-[EC:2.7.2.15]	-0.32
K02760-[EC:2.7.1.196]	-0.01
K18197-[EC:4.2.2.23]	0.04
K06382-[EC:3.1.3.16]	0.12
K05928-[EC:2.1.1.95]	0.19
K19965-[EC:3.6.1.67]	-0.04
K10551-[EC:3.6.3.17]	0.66
K13543-[EC:4.2.1.75]	0.3
K06881-[EC:3.1.3.7]	0.11
K02829-[EC:7.1.1.5]	0.17
K00641-[EC:2.3.1.46]	0.07
K00613-[EC:2.1.4.1]	0.08
K15862-[EC:1.9.3.1]	0.09
K21948-[EC:2.7.1.217]	0.02
K03649-[EC:3.2.2.28]	0.21
K23147-[EC:2.7.1.223]	0.05
K01937-[EC:6.3.4.2]	0.06
K01227-[EC:3.2.1.96]	0.1
K21622-[EC:5.1.3.40]	-0.06
K10908-[EC:2.7.7.6]	0.07
K01004-[EC:2.7.8.24]	0.16
K01649-[EC:2.3.3.13]	0.03
K13941-[EC:2.5.1.15]	0.06
K23117-[EC:1.13.11.87]	-0.0
K00656-[EC:2.3.1.54]	0.04
K01539-[EC:7.2.2.13]	0.32
K02851-[EC:2.7.8.35]	0.11
K03784-[EC:2.4.2.1]	0.16
K00691-[EC:2.4.1.8]	0.11
K01587-[EC:6.3.2.6]	0.06
K00662-[EC:2.3.1.81]	0.05
K08097-[EC:4.4.1.19]	0.11
K17735-[EC:1.1.1.108]	0.08
K01743-[EC:4.2.1.1]	0.25
K01587-[EC:4.1.1.21]	0.06
K02615-[EC:2.3.1.223]	-0.15
K13942-[EC:1.12.98.2]	-0.08
K15431-[EC:2.3.1.253]	0.03
K00469-[EC:1.13.99.1]	0.13
K00575-[EC:2.1.1.80]	0.07
K02111-[EC:7.2.2.1]	0.02
K20525-[EC:4.2.2.26]	0.02
K23086-[EC:3.2.1.208]	0.37
K15731-[EC:3.1.3.16]	0.11
K04114-[EC:1.3.7.8]	0.3
K15059-[EC:1.13.11.74]	0.13
K22179-[EC:1.1.98.4]	0.01
K00784-[EC:3.1.26.11]	0.09
K08967-[EC:1.13.11.54]	0.16
K12339-[EC:2.5.1.144]	0.04
K18021-[EC:1.2.99.8]	0.11
K03385-[EC:1.7.2.2]	0.23
K00170-[EC:1.2.7.1]	-0.06
K18916-[EC:1.20.1.1]	0.04
K13657-[EC:2.4.1.252]	0.25
K07638-[EC:2.7.13.3]	0.02
K01198-[EC:3.2.1.37]	0.07
K00381-[EC:1.8.1.2]	0.01
K08728-[EC:2.4.2.6]	0.01
K00932-[EC:2.7.2.15]	-0.13
K00426-[EC:7.1.1.7]	0.07
K22933-[EC:3.2.1.67]	0.07
K01006-[EC:2.7.9.1]	0.01
K20250-[EC:2.3.1.184]	-0.05
K14205-[EC:2.3.2.3]	0.04
K22710-[EC:2.4.1.70]	-0.23
K07250-[EC:2.6.1.22]	0.07
K00463-[EC:1.13.11.52]	0.1
K07406-[EC:3.2.1.22]	0.09
K06117-[EC:3.1.3.21]	0.06
K05711-[EC:1.3.1.87]	0.45
K02786-[EC:2.7.1.207]	0.07
K13500-[EC:2.4.1.175]	0.0
K20542-[EC:3.2.1.4]	0.09
K20956-[EC:2.7.7.65]	0.02
K00380-[EC:1.8.1.2]	-0.0
K07651-[EC:2.7.13.3]	0.06
K01955-[EC:6.3.5.5]	0.03
K18672-[EC:2.7.7.85]	0.1
K10041-[EC:7.4.2.1]	0.12
K14266-[EC:1.14.19.9]	0.05
K07055-[EC:2.5.1.114]	0.28
K21780-[EC:6.2.1.53]	-0.03
K12645-[EC:4.2.3.47]	-0.22
K00783-[EC:2.1.1.177]	0.03
K06879-[EC:1.7.1.13]	0.1
K00826-[EC:2.6.1.42]	0.04
K22317-[EC:2.3.3.20]	0.17
K22186-[EC:4.2.1.82]	0.05
K16846-[EC:4.4.1.24]	0.09
K03389-[EC:1.8.98.4]	0.14
K10539-[EC:3.6.3.17]	0.14
K18310-[EC:6.3.2.41]	0.41
K00661-[EC:2.3.1.79]	0.02
K01599-[EC:4.1.1.37]	0.03
K14162-[EC:2.7.7.7]	-0.07
K00387-[EC:1.8.3.1]	0.09
K14534-[EC:4.2.1.120]	0.01
K10679-[EC:1.5.1.34]	0.14
K04075-[EC:6.3.4.19]	-0.04
K01866-[EC:6.1.1.1]	0.05
K19647-[EC:1.1.1.291]	0.1
K22597-[EC:2.4.1.352]	0.05
K03943-[EC:7.1.1.2]	0.09
